企业id,企业名称,统一社会信用代码,企业描述,注册资本,keywords,category_id
14,上海勘测设计研究院有限公司,91310109425010781E,上海勘测设计研究院有限公司（以下简称上海院）创建于1954年，从规划设计新中国第一座大型水电站——新安江水电站起步，发展成为可提供全过程工程咨询服务的大型甲级综合设计院，业务领域涵盖项目全过程管理以及投资咨询、勘察、设计、造价咨询、监理、运行维护咨询等工程建设项目各阶段专业咨询服务。2014年，上海院经改制重组加入三峡集团，成为全球最大水电开发运营企业和我国最大清洁能源集团——三峡集团的控股子公司，现有工程勘察、工程咨询两项综合甲级资质，以及水利、电力、建筑、环境工程等多个行业的甲级资质，设有水利水电、新能源、生态环保、勘察检测、综合规划、电力规划、智慧工程、建筑市政等八大综合业务院，组建了工程造价、投资评审、质安监查、工程建设技术咨询等四大专业技术支撑中心，拥有北京、湖北、西藏（四川）、内蒙等16家分公司。作为三峡集团的技术支撑平台、科技研发平台与人才培养平台，上海院拥有国家级企业技术中心、院士专家工作站、太湖流域水科学研究院等十多个科研平台，并在2018年、2019年连续荣获国家科技进步二等奖。“十四五”期间，上海院将紧紧围绕集团清洁能源和长江生态环保“两翼齐飞”发展思路，坚持“外拓业务、内强管理、科技支撑、党建引领”发展方针，全力打造服务于投资建设运营一体化的规划设计集团，成为支撑集团创建世界一流示范企业的全过程技术经济咨询高端智库。,"96,012.9609万(元)",总承包|工程设计|技术服务|水电|科技创新,53
15,上海化工研究院有限公司,9.13101E+17,"上海化工研究院有限公司于1999年10月29日成立。法定代表人李良君,公司经营范围包括：石油化工、新材料、生物、医药、节能环保科技领域的技术开发、技术转让、技术咨询、技术服务，检测服务，质量监测，危化品鉴定（按认证证书），环境评价（按资质证书），工程咨询（按资格证书）、设计及承包，会展会务服务，期刊出版，设计、制作、利用自有媒体发布广告，物业管理，仪器、机械设备租赁（除特种设备），自有房屋租赁，从事货物及技术的进出口业务，高分子材料、化工产品（危险化学品按许可证经营、除监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、机械设备、仪器仪表的销售等。","43,860万(元)",化学品的进出口|石油化工|医药|设计制作|技术咨询|技术服务|新材料|展览会议|节能环保科技|使用权出租,90
16,上海化赫科技有限公司,91310116MA1JCUY69B,上海化赫科技有限公司成立于2020年01月15日，注册地位于上海市金山区金山卫镇秋实路688号1号楼5单元205室U座，法定代表人为李慧。经营范围包括从事医疗、医药、医疗器械科技领域内技术开发、技术咨询、技术服务，从事化工、化学科技专业领域内技术开发、技术转让、技术咨询、技术服务，化工原料及产品、化学试剂（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品），金属材料，机械设备，针纺织品，五金交电，建筑装潢材料，建筑材料，汽车配件，医疗器械，仪器仪表，家用消毒清洗设备，净化设备，环保设备，实验室设备销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】上海化赫科技有限公司对外投资2家公司。,500万(元),净化设备|家用消毒清洗设备|环保设备|化学|医疗|金属|实验室设备|化工|建筑材料|仪器仪表,53
17,上海国际机场股份有限公司,91310000134616599A,"上海机场为中国最大的三个国际中转枢纽航空港之一，经过04年的资产重组，公司绝大部分资产和业务从“上海虹桥机场”转移到“上海浦东机场”，拥有浦东机场的候机楼及一期跑道等资产，业务集中于浦东国际机场的经营管理与地面保障业务。虹桥机场二期扩建工程计划在2010年前建成第二跑道和第二航站楼，建成后虹桥机场的吞吐能力达到3000万人次。公司在股改方案中承诺未来将通过一个上市公司整合集团内航空主营业务和资产，给虹桥机场资产未来注入上市公司预留了空间。上海国际机场股份有限公司(“本公司”)于1997年5月16日经上海市人民政府以沪府[1997]28号文批准设立,由上海机场(集团)有限公司(“机场集团”)作为独家发起人改组而成。本公司于1998年1月15日公开发行每股面值人民币1元的人民币普通股(“A股”)并于1998年2月18日在上海证券交易所上市，股票代码为600009。截止2007年12月31日,本公司的股本为1,926,958,448元。","248,848.134万(元)",国际中转枢纽|上海机场|资产重组|股份上市,53
18,上海复享光学股份有限公司,91310000577464838D,上海复享光学股份有限公司成立于2011年06月29日，注册地位于上海市杨浦区国定东路200号4号楼412-1室，法定代表人为殷海玮。经营范围包括光学科技，仪器设备、新材料、检测技术、医药、化学、能源领域内的技术开发、技术转让、技术咨询、技术服务；从事货物及技术的进出口业务；仪器仪表的维修（除计量器具）及销售，自动化设备销售，光谱仪器的组装生产，仪器耗材的销售，测试服务；化工原料及产品（危险化学品详见许可证）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】上海复享光学股份有限公司对外投资2家公司。,"1,298.6842万(元)",医药|光电|新材料|化学|进出口业务|检测设备|光学科技|检测技术|化工原料|能源,27
19,上海外语教育出版社有限公司,9131010913312340XF,"上海外语教育出版社有限公司成立于1993年04月09日，注册地位于上海市虹口区大连西路558号，法定代表人为孙玉。经营范围包括许可项目:出版物出版;出版物批发;出版物零售。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)一般项目:出版物印刷(限分支机构经营);广告设计、代理;广告制作;广告发布(非广播电台、电视台、报刊出版单位);文化艺术辅导;从事语言能力培训的营利性民办培训服务机构(除面向中小学生开展的学科类、语言类文化教育培训);非学历文化知识辅导(哲学知识辅导、经济学知识辅导、法学知识辅导、教育学知识辅导、历史学知识辅导、理学知识辅导、工学知识辅导、农学知识辅导、管理学知识辅导,需要取得办学许可证的除外);信息咨询服务(不含许可类信息咨询服务);软件开发;人工智能应用软件开发;会议及展览服务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)上海外语教育出版社有限公司对外投资9家公司，具有1处分支机构。","40,000万(元)",人工智能应用开发|广告设计|执照|广告代理|出版物发行|艺术辅导|语言能力培训|广告制作|出版物印刷|外语教育,53
20,上海天鹭投资管理有限公司,9131023006603334X2,上海天鹭投资管理有限公司成立于2013年04月22日，注册地位于上海市崇明区新河镇新开河路825号10幢293室(上海新河经济开发区)，法定代表人为徐东升。经营范围包括投资管理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,"1,000万(元)",项目|资产管理|投资管理|投资,132
21,上海您惦半导体科技有限公司,91310117MA1J2PNP6A,上海您惦半导体科技有限公司成立于2018年02月26日，注册地位于上海市松江区叶榭镇叶旺公路1号三楼，法定代表人为陈国春。经营范围包括一般项目：从事半导体科技领域内的技术开发、技术咨询、技术服务、技术转让，集成电路、电子元器件、电子产品设计及销售，针纺织品、日用百货、化妆品、厨房设备、陶瓷制品、灯具、床上用品、五金交电、工艺礼品、酒店用品、皮革制品、玩具、服装鞋帽、钟表、纸制品、办公用品、家具批发零售，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外），电子商务（不得从事增值电信、金融业务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"1,000万(元)",技术开发|化妆品|技术咨询|工艺品|厨房设备|衣服|法律咨询|半导体|银行|床上用品,20
22,上海意乐特能源科技有限公司,91310112MA1GCTPX7Y,上海意乐特能源科技有限公司成立于2019年12月27日，注册地位于上海市闵行区放鹤路1088号，法定代表人为王本杰。经营范围包括一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；新能源原动设备销售；五金产品批发；五金产品零售；仪器仪表销售；电子产品销售；电池销售；半导体器件专用设备销售；电子专用设备销售；普通机械设备安装服务；软件开发；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）上海意乐特能源科技有限公司对外投资1家公司。,"1,000万(元)",电子产品销售|技术咨询|新能源|技术研发|产品销售,66
23,上海时鉴工程技术有限公司,91310115MA1H7GAW1G,上海时鉴工程技术有限公司成立于2016年02月24日，注册地位于浦东新区惠南镇东征路133号，法定代表人为朱明思。经营范围包括从事工程技术、互联网科技、能源科技、机电设备科技领域内的技术开发、技术转让、技术服务、技术咨询，机电设备、计算机软硬件研发、销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,100万(元),机电设备|技术开发|能源科技|软件开发|互联网科技,53
24,上海晨光文具股份有限公司,91310000677833266F,"上海晨光文具股份有限公司（M&GChenguangStationeryco.,Ltd.），位于上海市奉贤区青村镇工业园，公司占地面积350亩，是一家整合创意价值与服务优势的综合文具供应商，产品涵盖书写工具、学生文具、办公文具及其他相关产品，公司于2015年正式在上交所挂牌上市，股票代码603899。晨光致力于提供舒适、有趣、环保、高性价比的文具用品，让人们享受使用过程并激发使用者创意。产品涵盖各式书写工具、修正工具、橡皮类、尺类、胶类、画材类、本册类、包袋类、PP类、桌面用品、电子类、削笔工具、财务行政用品、益智类等产品领域。2020年9月10日，晨光文具位列“2020中国制造业民营企业500强”第428位。2020年1月9日，胡润研究院发布《2019胡润中国500强民营企业》，晨光文具位列第162位。2022年9月，入选“2022中国制造业民营企业500强”榜单，排名第397位。","92,693.305万(元)",文具|学生文具|书写工具|办公室文具,104
25,上海树脂厂有限公司,9.13101E+17,上海树脂厂有限公司成立于1997年02月18日，注册地位于上海市长宁区天山路201号底楼，法定代表人为周永刚。经营范围包括许可项目：危险化学品经营；货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：制造、销售有机硅产品、离子交换树脂、环氧树脂，不饱和树脂、化工原料（除监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、水处理设备及其配件的销售；水处理工程领域内的技术开发、技术转让、技术咨询、技术服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）上海树脂厂有限公司具有1处分支机构。,802.9万(元),业务|审批|离子交换树脂|执照|技术服务|水处理设备|技术支持|法律|不饱和树脂|化工原料,90
26,上海瑞控阀门有限公司,9.13101E+17,上海瑞控阀门有限公司成立于2009年03月24日，注册地位于上海市青浦区练塘镇泖甸路285号，法定代表人为戴贤波。经营范围包括生产加工高中压阀门、核电阀门、阀门配件，航天阀门技术开发、技术服务，阀门维修，从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,"5,200万(元)",高压阀门|航天阀门|进出口|技术支持|核电阀门,57
27,上海甫弘生物医药有限公司,91310000MA1H3EUG07,上海甫弘生物医药有限公司成立于2020年12月22日，注册地位于中国（上海）自由贸易试验区临港新片区新杨公路860号10幢，法定代表人为陈东。经营范围包括一般项目：从事生物科技、医药科技领域内的技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"20,000万(元)",技术开发|技术咨询|技术服务|生物科技|医药科技,45
28,上海盈动体育用品有限公司,9131011559640729XL,上海盈动体育用品有限公司成立于2012年05月10日，注册地位于上海市松江区石湖荡镇塔汇路755弄29号1幢一层A区875室，法定代表人为林克珊。经营范围包括一般项目：体育用品及器材零售；体育用品及器材批发；日用百货销售；针纺织品销售；皮革制品销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；办公用品销售；服装制造；服装服饰零售；服装服饰批发；鞋帽批发；鞋帽零售；企业管理咨询；商务代理代办服务；会议及展览服务；市场营销策划；企业形象策划；互联网销售（除销售需要许可的商品）；体育赛事策划；体育场地设施经营（不含高危险性体育运动）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）上海盈动体育用品有限公司对外投资3家公司，具有1处分支机构。,"1,090万(元)",市场策划|赛事策划|体育用品|办公用品|运动鞋,102
29,上海福奈尔生物科技有限公司,91310115MA1K47LB1L,上海福奈尔生物科技有限公司成立于2018年10月19日，注册地位于中国（上海）自由贸易试验区世纪大道1198号17楼1727室，法定代表人为MarkFloydOstler。经营范围包括从事生物科技（除人体干细胞、基因诊断与治疗技术开发和应用）领域内的技术咨询和技术服务，食品流通，化妆品、日用品的批发、进出口、佣金代理（拍卖除外），并提供相关配套服务，贸易信息咨询，商务信息咨询（金融信息除外），企业管理咨询。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,100万(美元),日用品|化妆品|生物科技|医疗器械|国际贸易,44
30,上海等一下文化传播有限公司,91310101MA1FPJF221,上海等一下文化传播有限公司成立于2020年08月18日，注册地位于上海市松江区北松公路4915号16幢(上海影视乐园内)，法定代表人为刘旦。经营范围包括许可项目：营业性演出。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：组织文化艺术交流活动，文艺创作，品牌管理，市场营销策划，会议及展览服务，信息咨询服务（不含许可类信息咨询服务），摄像及视频制作服务，摄影扩印服务，翻译服务，企业管理，社会经济咨询服务，图文设计制作，互联网销售（除销售需要许可的商品），餐饮服务（限分支机构经营），日用百货、建材、金属材料、软件及辅助设备、电子产品、家用电器、家居用品、办公用品、珠宝首饰、服装服饰、鞋帽、针纺织品、玩具、化妆品、皮革制品、陶瓷制品、塑料制品、工艺品（象牙及其制品除外）、食用农产品（除生猪产品）的销售，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外），知识产权服务，专业设计服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,100万(元),艺术活动|市场推广|演出|咨询|文化传播,53
31,上海纳川核能新材料技术有限公司,91310115332721509E,上海纳川核能新材料技术有限公司成立于2015年04月29日，注册地位于中国（上海）自由贸易试验区临港新片区飞渡路999号1-5幢，法定代表人为魏作友。经营范围包括一般项目：新材料技术研发；新材料技术推广服务；塑料制品制造；塑料制品销售；核电设备成套及工程技术研发；通用设备制造（不含特种设备制造）；塑料包装箱及容器制造；市政设施管理；合成材料制造（不含危险化学品）；合成材料销售；机械设备销售；普通机械设备安装服务；货物进出口；技术进出口；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；普通货物仓储服务（不含危险化学品等需许可审批的项目）；装卸搬运；集装箱维修。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：民用核安全设备设计；民用核安全设备制造；民用核安全设备无损检验；民用核安全设备安装；特种设备制造；特种设备检验检测；特种设备设计；建设工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,"10,000万(元)",机械设备|塑料制品|核能|新材料|市政设施,62
32,上海罗氏制药有限公司,91310000607297170M,上海罗氏制药有限公司成立于1994年，总投资额6235.7万美元，致力于肿瘤学、病毒学、移植学等关键治疗领域，努力从根本上改善人们的生活质量。随着2004年底罗氏研发(中国)有限公司的成立和2007年罗氏药品开发中国中心的开幕，罗氏在华建成了包含研究、开发、生产、营销等环节在内的完整的医药产业价值链。2008年罗氏厂区扩建项目启动和亚洲药品合作部在上海成立，进一步体现了罗氏致力于在中国发展的长期承诺。2009年9月1日起，罗氏制药亚太地区总部落户上海，罗氏药品开发中国中心也升级为罗氏药品临床研发亚太中心。,"27,869.7143万(美元)",病毒学|医药产业|移植学|上海罗氏制药|肿瘤学,45
33,上海船舶运输科学研究所有限公司,9.13101E+17,"上海船舶运输科学研究所有限公司成立于2001年04月19日，注册地位于中国(上海)自由贸易试验区民生路600号，法定代表人为梁岩峰。经营范围包括船舶自动化设备研制、环境影响评价与污染防治工程、船舶水动力及海事技术实验研究,开展上述领域内的新技术、新装备和系统集成的设计生产经营,以及技术开发、技术转让、技术咨询、技术服务,工程承包(凭资质),自产产品的出口,自有房屋租赁。[依法须经批准的项目,经相关部门批准后方可开展经营活动]上海船舶运输科学研究所有限公司对外投资7家公司。","85,000万(元)",自动化设备|船舶|水动力学|环境影响评价,74
34,上海芯元基半导体科技有限公司,91310115320754901T,上海芯元基半导体科技有限公司成立于2014年10月24日，注册地位于中国(上海)自由贸易试验区祥科路111号3号楼507-2室，法定代表人为郝茂盛。经营范围包括从事半导体领域内的技术开发、技术咨询、技术服务、技术转让，电子元器件、芯片及其电子配件的研发，半导体、电子元器件、芯片及其电子配件的销售，机电设备的设计、销售，从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】上海芯元基半导体科技有限公司对外投资3家公司。,675.0528万(元),技术开发|技术咨询|进出口业务|电子产品|半导体,20
35,上海芯航生科生命科学有限公司,91310115MA7BXFXX03,上海芯航生科生命科学有限公司成立于2021年09月23日，注册地位于中国（上海）自由贸易试验区芳春路400号1幢3层，法定代表人为徐菁。经营范围包括一般项目：从事生物科技领域内的技术开发、技术咨询、技术服务、技术转让；仪器仪表、专用化学产品（不含危险化学品）的销售；企业管理咨询；信息咨询服务（不含许可类信息咨询服务）；人工智能公共服务平台技术咨询服务；信息技术咨询服务；市场营销策划；品牌管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）上海芯航生科生命科学有限公司对外投资4家公司。,"1,000万(元)",仪器|管理咨询|化学产品|人工智能|生物科技,143
36,上海超阳药业有限公司,91310112MA7C63E43U,上海超阳药业有限公司成立于2021年10月26日，注册地位于上海市闵行区陈行公路2168号5幢4层，法定代表人为梁勇。经营范围包括一般项目：从事生物科技、医药科技领域内的技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；医学研究和试验发展；非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,"6,000万(元)",技术推广|非居住房地产租赁|技术开发|技术咨询|技术服务|生物科技|医药科技|试验开发|技术转让|医学研究,45
37,上海远方基础工程有限公司,91310114133776670B,上海远方基础工程有限公司成立于1994年08月29日，注册地位于上海市嘉定区安亭镇杭桂路1112号3层302室，法定代表人为刘忠池。经营范围包括地基与基础建设工程专业施工，建筑工程，市政工程，铁路、道路、隧道、桥梁工程，管道工程（除特种设备），水上交通管制建设工程专业施工，建筑装饰装修建设工程设计施工一体化，大型物件吊装，建筑机械租赁（不得从事金融租赁），建筑专业设计，建筑专业建设工程设计，结构专业设计，岩土工程勘察，工程测量勘察，建材销售，从事货物进出口及技术进出口业务，建筑劳务分包。【依法须经批准的项目，经相关部门批准后方可开展经营活动】上海远方基础工程有限公司对外投资1家公司，具有7处分支机构。,"10,000万(元)",岩土工程勘察|隧道|工程测量勘察|道路|市政工程|建筑专业设计|大型物件吊装|建筑材料销售|建筑机械设备租赁|铁路,83
38,上海链鉴科技有限公司,91310110MA1G8MFW47,上海链鉴科技有限公司成立于2018年02月09日，注册地位于上海市杨浦区淞沪路270号地下一层03-28室，法定代表人为王新文。经营范围包括网络科技，软件科技，电子科技，信息科技领域内的技术开发、技术转让、技术咨询、技术服务，数据处理，计算机系统集成。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,10万(元),信息技术|计算机系统|网络科技|数据处理|软件开发,53
39,上海飞琰化工科技有限公司,91310112687396303G,上海飞琰化工科技有限公司成立于2009年04月23日，注册地位于上海市闵行区万源路2800号，法定代表人为周志亮。经营范围包括从事化工科技、通信科技、计算机科技领域内的技术开发、技术转让、技术咨询、技术服务，五金交电、机电设备、服装服饰及其辅料、化工原料及产品（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、通讯设备、建筑装潢材料、橡胶制品、塑料制品、文化体育用品、工艺礼品的销售，商务咨询（除经纪）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,10万(元),化工科技|五金交电|计算机科技|通信科技,90
40,世技(东莞)专用车制造有限公司,91441900MA55MJBG3M,世技(东莞)专用车制造有限公司成立于2020年12月02日，注册地位于广东省东莞市寮步镇药勒源丰路2号301室，法定代表人为张泽雄。经营范围包括随车起重运输车、汽车起重机、专用汽车、轻型汽车（不含小轿车）、汽车零部件的制造、销售；特种设备、金属罐体（含A2、C2、C3压力容器）、塑料罐体、化工防腐设备的制造、销售；专用汽车技术研发及技术转让；计算机系统的维护；软件开发与服务；汽车(不含小轿车)及零部件进出口业务；土石方挖运；网络设计与开发；道路普通货运；货物运输代理服务；汽车起重机、专用客厢车、环卫设备、新能源汽车、消防车的制造、销售；环境卫生保洁服务；救护车制造、销售；医疗专用车辆及设施设备的制造、销售及售后服务；电子产品的安装、销售、维护；机动车维修；停车场服务；实业投资与股权投资；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)世技(东莞)专用车制造有限公司对外投资2家公司。,"1,000万(元)",机械制造|环保设备|新能源|特种运输|软件开发,71
41,业成光电（深圳）有限公司,9144030057479169XJ,"业成光电（简称：GIS）隶属富士康科技集团，成立于2011年，于2015年在台湾成功上市（股票代码：6456.TW），现有员工2万余人，在深圳、成都、无锡与台湾均建有研发与制造生产基地，主要从事触控屏幕、触控平板显示器、触控技术等相关周边配件研发与制造生产。GIS为触控显示技术之专业厂商,并持续开发触控与贴合整合技术可运用于大至电子白板，小至穿戴式装置等产品，为业界技术层次与服务完整的触控显示方案整合供货商。其服务客户遍及亚、欧、美电子大厂，该公司秉承“保证一流质量，保持一级信誉”的经营理念。富士康立志成为中国科技产业的人才摇篮和中国科技公司先进企业文化的代表。朝着“本土化、科技化、国际化”的人才培育方向，建立健全“选育用留”人才政策;集团将一如既往地打造一个活性的、有尊严的、有成就感的产业耕耘者的乐园，结合全球科技人士的智能，挑战科技创新和事业转型的更高目标，缔造“长期、稳定、发展、科技、国际”之一流科技公司的长青伟业。","60,622.794万(元)",触控技术|光电|电子|触控屏|触控平板显示器,53
42,东华工程科技股份有限公司,91340000730032602U,东华工程科技股份有限公司（简称“东华科技”）位于中国安徽合肥，隶属于中国国务院国资委直属中国化学工程集团有限公司。东华科技源于1963年成立的原中国化学工业部第三设计院，2001年实施股份制改造，2007年在深圳证券交易所成功上市，是中国工程勘察设计行业较早进行股份制改造并上市的现代科技型企业。作为中国勘察设计百强企业，公司连年获评“AAA级信用企业”和“国家级高新技术企业”称号，早在2005年就被评为“全国文明单位”。近六十年以来，东华科技贯彻新发展理念，构建新发展格局，坚持科技自立自强。企业依靠自身“国家级企业技术中心”“国家级博士后科研工作站”“国家知识产权优势企业”“国家高新技术企业”“国家技术创新示范企业”等创新平台建设，着力攻克关键核心技术，形成自主创新体系。随着中国化学环保研究院暨中化学科学技术研究有限公司合肥研发中心、东华科技—中国科学技术大学水污染控制联合实验室等一批崭新的科研平台相继成立，公司将以科技研发带动工程和实业发展，积极探索绿色低碳转型发展之路，全面推动企业高质量发展强劲引擎。,"54,519.144万(元)",国家级高新技术企业|AAA级信用企业|国家高新技术企业,53
43,东峡大通（北京）管理咨询有限公司,91110108MA008QWQ86,东峡大通（北京）管理咨询有限公司成立于2016年10月13日，注册地位于北京市丰台区西三环南路14号院1号楼620室，法定代表人为陈正江。经营范围包括企业管理咨询；组织文化艺术交流活动（不含营业性演出）；会务服务；公共关系服务；市场营销策划；经济贸易咨询；计算机软件、网络技术、通讯技术开发、技术转让、技术咨询、技术服务；产品设计；计算机系统集成；数据处理（数据处理中的银行卡中心、PUE值在1；5以上的云计算机数据中心除外）；自行车租赁服务；货物进出口；技术进出口；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）东峡大通（北京）管理咨询有限公司对外投资2家公司，具有13处分支机构。,"150,000万(美元)",计算机软件|工业设计|市场推广|数据处理|计算机网络技术,53
